1	4.7	
2	5.2
3	5.0
4	5.1
5	4.4
6	0.0
7	3.2
8	5.4
9	5.6
10	4.8
11	5.0
12	4.8
13	0.0
14	0.0
15	5.2
16	5.2
17	4.3
18	5.2
19	3.9
20	0.0
21	0.0
22	5.5
23	5.7
24	2.2
25	5.4
26	4.2
27	0.0
28	0.0
